Weight,Input Node,Hidden Node,Output Node,Layer Index
0.18914541307205673,0,0,-1,1
0.033471871412310346,1,0,-1,1
0.3840867890094323,2,0,-1,1
0.7462002973077033,3,0,-1,1
0.11387734401288756,4,0,-1,1
0.12272340885460437,5,0,-1,1
0.02547015000280272,6,0,-1,1
-0.12693127643407986,7,0,-1,1
-0.06106497606051869,8,0,-1,1
-0.42652197743370646,9,0,-1,1
-0.17899729349999824,10,0,-1,1
-0.874405223564371,11,0,-1,1
-0.934559096651979,12,0,-1,1
0.17918067900457263,13,0,-1,1
0.7723172393052351,14,0,-1,1
0.2596286553389047,15,0,-1,1
0.1661561485778447,16,0,-1,1
-0.6513197903253961,17,0,-1,1
0.8024121644214409,18,0,-1,1
2.46211382481638,19,0,-1,1
-0.41456197074224016,20,0,-1,1
-0.4675170808054718,21,0,-1,1
0.9132773669842486,22,0,-1,1
0.5004537950582985,23,0,-1,1
0.1455207534339432,24,0,-1,1
0.6279309935279945,25,0,-1,1
1.6669528717519881,26,0,-1,1
-0.4091814930802149,27,0,-1,1
-3.243848175164815,28,0,-1,1
0.06244553810511887,29,0,-1,1
0.613832624066309,30,0,-1,1
0.010987010911430294,31,0,-1,1
0.12829249989144237,32,0,-1,1
0.42771593487547277,33,0,-1,1
2.355631806833484,34,0,-1,1
0.1429785438025297,35,0,-1,1
0.3353799585653877,36,0,-1,1
0.8921125219645252,37,0,-1,1
-0.6961063189826846,38,0,-1,1
0.4123982454586227,39,0,-1,1
-0.38260539061478965,40,0,-1,1
-0.0472829253785261,41,0,-1,1
1.7270286387861427,42,0,-1,1
2.464709233551517,43,0,-1,1
1.1382825643922292,44,0,-1,1
-0.1824180534296223,45,0,-1,1
0.3838469053244013,46,0,-1,1
0.40010037584180713,47,0,-1,1
-0.16228327278957227,48,0,-1,1
-0.8021775222783879,49,0,-1,1
-0.7601262319787485,50,0,-1,1
-0.8021167190153513,51,0,-1,1
0.5623856810577181,52,0,-1,1
0.5788552620575073,53,0,-1,1
0.731892022748244,54,0,-1,1
0.02605228087468751,55,0,-1,1
-0.11283656281942424,56,0,-1,1
-0.40718106336696325,57,0,-1,1
-0.28901848380994294,58,0,-1,1
0.5360621791315888,59,0,-1,1
0.4522626104256834,60,0,-1,1
