Weight,Input Node,Hidden Node,Output Node,Layer Index
-0.1351045565302842,0,0,-1,1
0.08387445055001921,1,0,-1,1
0.07087327549258679,2,0,-1,1
0.15700266303232815,3,0,-1,1
1.7283706279953674,4,0,-1,1
0.7928001841975216,5,0,-1,1
0.20410939620699944,6,0,-1,1
0.16278649808735404,7,0,-1,1
0.17903986026459678,8,0,-1,1
-0.41928892100166326,9,0,-1,1
-0.7343195746628126,10,0,-1,1
-2.4137201055003588,11,0,-1,1
-2.6760063751218612,12,0,-1,1
0.9608154462491878,13,0,-1,1
1.620279383632786,14,0,-1,1
0.4201564368014892,15,0,-1,1
0.36128931610743625,16,0,-1,1
0.30718031472408247,17,0,-1,1
0.11132899693976792,18,0,-1,1
0.10132199395475615,19,0,-1,1
-2.5018389632564517,20,0,-1,1
0.5587649598199245,21,0,-1,1
-0.5208260183270308,22,0,-1,1
0.8316844457954079,23,0,-1,1
0.5306764647898797,24,0,-1,1
-0.008922659107138756,25,0,-1,1
1.0941769150982423,26,0,-1,1
2.425048205933404,27,0,-1,1
-2.0659560004389546,28,0,-1,1
-1.0442488078568362,29,0,-1,1
-0.6553635250811225,30,0,-1,1
1.0089117812752664,31,0,-1,1
-0.24434697683368994,32,0,-1,1
0.33426329137866445,33,0,-1,1
2.728331518050396,34,0,-1,1
-2.8242703419807973,35,0,-1,1
-1.3561504255067989,36,0,-1,1
-0.04030827571353745,37,0,-1,1
2.5326642736078795,38,0,-1,1
0.11897813288137214,39,0,-1,1
-0.15250886674175107,40,0,-1,1
-0.6643795767444166,41,0,-1,1
-0.28184830495637514,42,0,-1,1
-0.26691251208201816,43,0,-1,1
0.0016520031943635164,44,0,-1,1
0.9965684498413513,45,0,-1,1
-1.519817511859015,46,0,-1,1
-0.35277947503220897,47,0,-1,1
0.08851086240752806,48,0,-1,1
-1.3030155375715737,49,0,-1,1
0.5697042602601949,50,0,-1,1
1.541655289790731,51,0,-1,1
1.9891457277002613,52,0,-1,1
0.864799239121993,53,0,-1,1
-0.7663488382724236,54,0,-1,1
0.21549729085838956,55,0,-1,1
0.08752215636679751,56,0,-1,1
0.3251438832489751,57,0,-1,1
-0.01903428240482617,58,0,-1,1
-1.3654024408802183,59,0,-1,1
-1.1247676621948708,60,0,-1,1
-0.9736060981998154,61,0,-1,1
-0.2995078150955985,62,0,-1,1
0.1817729983322566,63,0,-1,1
0.11400460459370149,0,1,-1,1
-0.27870392686721784,1,1,-1,1
-0.13018074539802066,2,1,-1,1
-0.008750228214689751,3,1,-1,1
-0.2928592858127616,4,1,-1,1
-0.3910648028838351,5,1,-1,1
-0.31386710227297365,6,1,-1,1
-0.27832954519976477,7,1,-1,1
0.2808513454380655,8,1,-1,1
0.09126647205137188,9,1,-1,1
0.2737225510487093,10,1,-1,1
-0.30731986730165456,11,1,-1,1
-0.7603932448859093,12,1,-1,1
-0.9023944843270871,13,1,-1,1
0.11437969569086567,14,1,-1,1
-0.0009681697843210638,15,1,-1,1
-0.06568882486855293,16,1,-1,1
-0.06872890775892036,17,1,-1,1
0.09871265743790174,18,1,-1,1
-0.9901430919205361,19,1,-1,1
-1.320968627690044,20,1,-1,1
-0.14419591316521468,21,1,-1,1
0.5361031488475304,22,1,-1,1
0.4108784617222431,23,1,-1,1
-0.21630580128244495,24,1,-1,1
-0.40419925019679426,25,1,-1,1
-0.18230497865960468,26,1,-1,1
-0.17975149047315783,27,1,-1,1
-1.3956900539091575,28,1,-1,1
0.09130374107030761,29,1,-1,1
-0.7189435604136842,30,1,-1,1
-0.06158069313984966,31,1,-1,1
0.16787651732578315,32,1,-1,1
-0.4213861360341947,33,1,-1,1
-0.3681163251735151,34,1,-1,1
-0.7502006896177174,35,1,-1,1
-0.9256146361471714,36,1,-1,1
-0.26041278598911266,37,1,-1,1
-1.0125499199561385,38,1,-1,1
0.041167741724134004,39,1,-1,1
-0.1664895999043542,40,1,-1,1
0.2755800833764318,41,1,-1,1
-0.5764056279175075,42,1,-1,1
-1.7130027288541858,43,1,-1,1
-1.2475848854994556,44,1,-1,1
-0.5823416788803596,45,1,-1,1
-0.0057074410947456095,46,1,-1,1
-0.02108618473693939,47,1,-1,1
-0.22295768443829103,48,1,-1,1
-0.0016533875479410511,49,1,-1,1
-0.35878231889234097,50,1,-1,1
-1.4400238493278843,51,1,-1,1
-1.5840818116602486,52,1,-1,1
-0.003916957164673246,53,1,-1,1
0.5351680906693,54,1,-1,1
-0.24277186092436154,55,1,-1,1
0.11384967879668142,56,1,-1,1
0.1941566264288877,57,1,-1,1
0.18443029889105983,58,1,-1,1
0.19739504764044313,59,1,-1,1
