Weight,Input Node,Hidden Node,Output Node,Layer Index
-0.12687798055179425,0,0,-1,1
0.11664124323134527,1,0,-1,1
-0.14785036493718678,2,0,-1,1
-0.4889805457341916,3,0,-1,1
1.4176235259561127,4,0,-1,1
0.845778345998687,5,0,-1,1
0.33019248859163275,6,0,-1,1
0.17370522517854103,7,0,-1,1
0.19495353089692025,8,0,-1,1
-0.816522752791327,9,0,-1,1
-1.11069988002622,10,0,-1,1
-2.695200754674799,11,0,-1,1
-3.1186581924568246,12,0,-1,1
0.5870285438252669,13,0,-1,1
2.2192071006754426,14,0,-1,1
0.5383880469702601,15,0,-1,1
0.5808798768941644,16,0,-1,1
0.13449568584147056,17,0,-1,1
-0.9444199089134533,18,0,-1,1
1.3475267594304992,19,0,-1,1
-2.7676962015524555,20,0,-1,1
0.3729632517141616,21,0,-1,1
-0.5792833861100628,22,0,-1,1
1.4118421272280335,23,0,-1,1
0.6676144838429409,24,0,-1,1
-0.33779628334464573,25,0,-1,1
0.4336999668121958,26,0,-1,1
3.506629850666003,27,0,-1,1
-3.217685916336032,28,0,-1,1
-1.2676031942965391,29,0,-1,1
-1.7726361531609112,30,0,-1,1
1.5254882101956766,31,0,-1,1
-0.17765912670991676,32,0,-1,1
0.3944943133186051,33,0,-1,1
3.4562962509551944,34,0,-1,1
-2.6610632151635376,35,0,-1,1
-1.5304495059143024,36,0,-1,1
-0.09221750666992726,37,0,-1,1
2.315314287759755,38,0,-1,1
-0.2308396901069564,39,0,-1,1
-0.3212819739579445,40,0,-1,1
-0.6933886956748783,41,0,-1,1
-0.1931667136338649,42,0,-1,1
-1.0745509807073934,43,0,-1,1
-0.5617629661978527,44,0,-1,1
1.0161580663680099,45,0,-1,1
-1.5771290463567342,46,0,-1,1
-0.30966314798034233,47,0,-1,1
0.07581266497561728,48,0,-1,1
-1.6168071447560415,49,0,-1,1
0.9469543150427113,50,0,-1,1
1.9972723579029397,51,0,-1,1
2.067394316080234,52,0,-1,1
1.452921286357442,53,0,-1,1
-0.5515779730982806,54,0,-1,1
0.2890372728407651,55,0,-1,1
0.14559567854578015,56,0,-1,1
0.05626789712735351,57,0,-1,1
-1.0736095030854358,58,0,-1,1
-2.610340588310619,59,0,-1,1
-1.8581294315207537,60,0,-1,1
-0.5830138730253533,61,0,-1,1
-0.38119591768523853,62,0,-1,1
0.13635085035285724,63,0,-1,1
0.10629119058444063,0,1,-1,1
-0.28513990017169555,1,1,-1,1
-0.13733531883026343,2,1,-1,1
-0.02371663236828761,3,1,-1,1
-0.3080473465009331,4,1,-1,1
-0.3869368526341655,5,1,-1,1
-0.308655215523279,6,1,-1,1
-0.2858880104760102,7,1,-1,1
0.27431912490579297,8,1,-1,1
0.07550435301367399,9,1,-1,1
0.23447653288633497,10,1,-1,1
-0.43399991647653985,11,1,-1,1
-0.8893935414137681,12,1,-1,1
-1.0295371879201094,13,1,-1,1
0.0028536562279983793,14,1,-1,1
-0.009132434611013627,15,1,-1,1
-0.07594088612541969,16,1,-1,1
-0.10402521005873736,17,1,-1,1
-0.028160796675183113,18,1,-1,1
-1.2802132082985862,19,1,-1,1
-1.5189743329923233,20,1,-1,1
-0.3180919454019382,21,1,-1,1
0.4921422404350914,22,1,-1,1
0.4272124134685164,23,1,-1,1
-0.21793741331034822,24,1,-1,1
-0.4393670836635793,25,1,-1,1
-0.25666766069024016,26,1,-1,1
-0.26506876088942055,27,1,-1,1
-1.5992423809421759,28,1,-1,1
0.026693216526061755,29,1,-1,1
-0.6455036391631648,30,1,-1,1
-0.06219261349200065,31,1,-1,1
0.16550698739973313,32,1,-1,1
-0.46374557396218,33,1,-1,1
-0.3781142985515053,34,1,-1,1
-0.9650428255281294,35,1,-1,1
-1.3228190629050571,36,1,-1,1
-0.4747493535703027,37,1,-1,1
-1.1080573020436426,38,1,-1,1
-0.0003343193975338232,39,1,-1,1
-0.17805458523917464,40,1,-1,1
0.2419940793146798,41,1,-1,1
-0.6582348943544798,42,1,-1,1
-1.8648171710445463,43,1,-1,1
-1.4785430759724283,44,1,-1,1
-0.682418426568407,45,1,-1,1
-0.0740494019400208,46,1,-1,1
-0.03276367664948401,47,1,-1,1
-0.22510795962496763,48,1,-1,1
-0.0678241654524805,49,1,-1,1
-0.4760002256798996,50,1,-1,1
-1.6357967080411826,51,1,-1,1
-1.7815087204631763,52,1,-1,1
-0.0912889664513579,53,1,-1,1
0.5409841473669045,54,1,-1,1
-0.24801474268803145,55,1,-1,1
0.10421307858545267,56,1,-1,1
0.2039524804360608,57,1,-1,1
0.17260913663052027,58,1,-1,1
0.1511337644335977,59,1,-1,1
0.20424286449820916,60,1,-1,1
-0.0523469398969623,61,1,-1,1
-0.014698699086406418,62,1,-1,1
-0.10406486448173626,63,1,-1,1
-0.01495521171869934,0,2,-1,1
0.08763798321216458,1,2,-1,1
-0.3015735749596184,2,2,-1,1
-0.36571518028579375,3,2,-1,1
-1.5118140496421235,4,2,-1,1
-1.0061577144890046,5,2,-1,1
-0.17064249663704917,6,2,-1,1
-0.037987547586360346,7,2,-1,1
0.14176250151107458,8,2,-1,1
-0.1846759664497984,9,2,-1,1
-0.5753600125363839,10,2,-1,1
-1.2861385202604916,11,2,-1,1
-0.7828733306360567,12,2,-1,1
-0.3895130857437318,13,2,-1,1
-0.05594292898868875,14,2,-1,1
0.2079283376917814,15,2,-1,1
-0.6221939395542074,16,2,-1,1
0.20821913914261722,17,2,-1,1
0.7212078797044152,18,2,-1,1
0.9962555971004711,19,2,-1,1
0.026553541729407444,20,2,-1,1
0.22260782159279008,21,2,-1,1
1.2673447939121663,22,2,-1,1
0.16079180291286418,23,2,-1,1
-0.1643381945294456,24,2,-1,1
1.437408778052474,25,2,-1,1
-0.6768742782936948,26,2,-1,1
-1.9867987003893903,27,2,-1,1
-3.5466227020508065,28,2,-1,1
-0.7714413733748,29,2,-1,1
1.3388558222816902,30,2,-1,1
-1.2765638062615328,31,2,-1,1
0.3331046049054242,32,2,-1,1
-0.29120547566912314,33,2,-1,1
-0.7956486725241922,34,2,-1,1
-0.8693186109599271,35,2,-1,1
-2.672889718258922,36,2,-1,1
1.8794189304785953,37,2,-1,1
-1.6478289062674074,38,2,-1,1
-0.8957165040050878,39,2,-1,1
-0.03967687774243656,40,2,-1,1
-0.5324275809091454,41,2,-1,1
1.2517655890217316,42,2,-1,1
-0.22038899920859842,43,2,-1,1
-0.49288615263965463,44,2,-1,1
-0.3284254875886981,45,2,-1,1
-0.3987344375417802,46,2,-1,1
-0.20456731427822367,47,2,-1,1
-0.4956454788176668,48,2,-1,1
0.16368533076446712,49,2,-1,1
-1.6583241783861482,50,2,-1,1
-2.4123978378705764,51,2,-1,1
-1.6756764603509868,52,2,-1,1
-0.4957885255518668,53,2,-1,1
0.7922847315528441,54,2,-1,1
0.0894241423673179,55,2,-1,1
-0.008637977474102786,56,2,-1,1
-0.27649534325450054,57,2,-1,1
0.1337499746377154,58,2,-1,1
1.1645169155454758,59,2,-1,1
0.38962531809001105,60,2,-1,1
0.571640757062799,61,2,-1,1
-0.028721306116345418,62,2,-1,1
-0.2207544806239461,63,2,-1,1
-0.19945930738418627,0,3,-1,1
-0.2207644844686614,1,3,-1,1
-0.1881909168927808,2,3,-1,1
0.05029029780213246,3,3,-1,1
-0.07876011200035168,4,3,-1,1
0.06158049840099818,5,3,-1,1
0.0802730693749203,6,3,-1,1
-0.09732275255850494,7,3,-1,1
0.0804612888046316,8,3,-1,1
0.2727057483280043,9,3,-1,1
0.8685303339280517,10,3,-1,1
-0.09144379317018071,11,3,-1,1
-1.2174054064975728,12,3,-1,1
-0.5751709398732237,13,3,-1,1
-0.12180808065162231,14,3,-1,1
-0.015161637890075024,15,3,-1,1
-0.1669531569925014,16,3,-1,1
0.41332123163181156,17,3,-1,1
-0.2696318893270338,18,3,-1,1
-0.7601892569559828,19,3,-1,1
-1.2140566645436839,20,3,-1,1
-1.1068143771827708,21,3,-1,1
0.43944932470220704,22,3,-1,1
